4193 //  007 Racing //  $4.38 //  $6.63 //  $18.93 // 
4214 //  Ape Escape //  $12.42 //  $26.99 //  $50.00 // 
37617 //  Ape Escape [Greatest Hits] //  $8.52 //  $19.99 //  $51.18 // 
4215 //  Apocalypse //  $6.82 //  $10.23 //  $34.00 // 
12613 //  "Aquanauts Holiday" //  $8.00 //  $17.49 //  $44.76 // 
4216 //  Arc The Lad Collection //  $18.38 //  $56.73 //  $109.08 // 
12614 //  Arcade Party Pak //  $5.55 //  $8.23 //  $13.04 // 
4232 //  "Arcades Greatest Hits Atari Collection 1" //  $4.46 //  $6.23 //  $14.86 // 
8519 //  "Arcades Greatest Hits Atari Collection 2" //  $6.87 //  $8.75 //  $29.99 // 
4577 //  "Arcades Greatest Hits Midway Collection 2" //  $5.52 //  $9.00 //  $40.55 // 
4217 //  Area 51 //  $7.36 //  $10.99 //  $64.99 // 
4218 //  Armored Core //  $11.92 //  $19.99 //  $73.47 // 
12615 //  Armored Core Master of Arena //  $13.52 //  $23.00 //  $29.99 // 
4219 //  Armored Core Project Phantasma //  $14.13 //  $31.70 //  $116.01 // 
12616 //  Armorines Project SWARM //  $3.33 //  $8.51 //  $13.96 // 
12578 //  Army Men 3D //  $4.17 //  $6.95 //  $23.30 // 
62530 //  "Army Men 3D [Collectors Edition]" //  $3.98 //  $5.97 //  $15.57 // 
49703 //  Army Men 3D [Greatest Hits] //  $5.27 //  $6.74 //  $21.16 // 
4220 //  Army Men Air Attack //  $3.78 //  $6.00 //  $18.33 // 
4221 //  Army Men Air Attack 2 //  $4.35 //  $6.40 //  $21.99 // 
62532 //  "Army Men Air Attack [Collectors Edition]" //   //   //   // 
49704 //  Army Men Air Attack [Greatest Hits] //  $5.33 //  $8.00 //  $29.95 // 
4222 //  Army Men Gold //  $15.00 //  $22.24 //  $60.00 // 
12617 //  Army Men Green Rogue //  $4.78 //  $9.09 //  $21.35 // 
4228 //  "Army Men Sarges Heroes" //  $6.41 //  $8.70 //  $37.02 // 
12093 //  "Army Men Sarges Heroes 2" //  $6.48 //  $8.55 //  $25.81 // 
62531 //  "Army Men Sarges Heroes [Collectors Edition]" //  $9.33 //  $13.99 //  $36.37 // 
4224 //  Army Men World War //  $5.79 //  $8.68 //  $30.79 // 
4225 //  Army Men World War Final Front //  $6.88 //  $10.00 //  $28.48 // 
4226 //  Army Men World War Land Sea Air //  $5.99 //  $7.04 //  $37.08 // 
4227 //  Army Men World War Team Assault //  $4.58 //  $6.95 //  $20.09 // 
12618 //  Arthur Ready to Race //  $4.26 //  $5.88 //  $15.31 // 
12619 //  Assault Retribution //  $5.10 //  $9.23 //  $20.83 // 
4229 //  Assault Rigs //  $8.07 //  $9.65 //  $53.63 // 
38414 //  Assault Rigs [Long Box] //  $11.99 //  $15.42 //  $120.00 // 
4230 //  Asteroids //  $3.79 //  $5.99 //  $10.54 // 
37618 //  Asteroids [Greatest Hits] //  $2.89 //  $4.55 //  $11.57 // 
4231 //  Atari Anniversary Redux //  $3.52 //  $4.61 //  $11.54 // 
4233 //  Atlantis The Lost Empire //  $7.94 //  $13.63 //  $23.82 // 
12621 //  Austin Powers Pinball //  $3.41 //  $5.41 //  $6.34 // 
4236 //  Auto Destruct //  $7.18 //  $10.92 //  $27.20 // 
12658 //  Azure Dreams //  $37.52 //  $52.49 //  $113.76 // 
12659 //  BRAHMA Force the Assault on Beltlogger 9 //  $4.99 //  $8.16 //  $19.73 // 
4237 //  Backstreet Billiards //  $7.37 //  $9.72 //  $19.17 // 
12660 //  Backyard Soccer //  $3.16 //  $4.27 //  $9.43 // 
12661 //  Baldies //  $5.27 //  $7.75 //  $12.25 // 
12662 //  Ball Breakers //  $2.76 //  $4.88 //  $7.00 // 
12663 //  Ballblazer Champions //  $3.99 //  $5.99 //  $10.00 // 
4238 //  Ballerburg Castle Chaos //  $4.78 //  $5.96 //  $8.00 // 
12664 //  Ballistic //  $4.44 //  $7.00 //  $17.50 // 
12665 //  Barbie Explorer //  $5.52 //  $10.06 //  $24.99 // 
4239 //  Barbie Gotta Have Games //  $3.52 //  $6.41 //  $7.15 // 
4240 //  Barbie Race and Ride //  $3.94 //  $5.50 //  $12.87 // 
4241 //  Barbie Super Sports //  $4.12 //  $6.18 //  $8.72 // 
19220 //  Bases Loaded 96: Double Header //  $5.03 //  $9.99 //  $26.10 // 
4242 //  Bass Championship //  $3.94 //  $5.50 //  $12.99 // 
4243 //  Bass Landing //  $9.70 //  $14.64 //  $37.29 // 
12666 //  Bass Rise //  $3.51 //  $5.38 //  $15.01 // 
4245 //  Batman Beyond //  $8.18 //  $15.50 //  $38.81 // 
4246 //  Batman Forever Arcade //  $50.76 //  $105.17 //  $208.53 // 
4247 //  Batman Gotham City Racer //  $9.99 //  $23.99 //  $48.17 // 
4244 //  Batman and Robin //  $13.16 //  $16.97 //  $94.89 // 
4248 //  Battle Arena Toshinden //  $5.01 //  $10.00 //  $66.56 // 
4249 //  Battle Arena Toshinden 2 //  $7.66 //  $11.49 //  $105.90 // 
38418 //  Battle Arena Toshinden 2 [Long Box] //  $18.39 //  $19.99 //  $699.99 // 
4250 //  Battle Arena Toshinden 3 //  $10.65 //  $15.07 //  $96.40 // 
37619 //  Battle Arena Toshinden [Greatest Hits] //  $5.00 //  $10.51 //  $20.00 // 
38417 //  Battle Arena Toshinden [Long Box] //  $9.99 //  $13.97 //  $189.06 // 
63132 //  Battle Arena Toshinden [Not for Resale] //  $11.23 //  $16.84 //  $44.04 // 
4251 //  Battle Hunter //  $8.86 //  $11.45 //  $19.99 // 
12667 //  Battle Stations //  $3.28 //  $5.93 //  $10.17 // 
34013 //  Battlesport //  $7.79 //  $18.04 //  $42.65 // 
4252 //  Battletanx Global Assault //  $5.62 //  $7.31 //  $13.72 // 
4253 //  Bear in the Big Blue House //  $4.13 //  $6.10 //  $10.30 // 
4254 //  Beast Wars Transformers //  $7.51 //  $15.40 //  $49.30 // 
12668 //  Beyblade Let It Rip //  $2.98 //  $4.94 //  $8.89 // 
4255 //  Beyond the Beyond //  $12.95 //  $27.74 //  $102.50 // 
13963 //  Big Air //  $2.81 //  $4.42 //  $6.30 // 
4256 //  Big Bass Fishing //  $3.98 //  $4.73 //  $8.41 // 
4257 //  Big Bass World Championship //  $3.09 //  $5.97 //  $14.99 // 
4258 //  Big Game Hunter Ultimate Challenge //  $3.14 //  $5.23 //  $8.49 // 
14348 //  Big League Slugger Baseball //  $3.58 //  $6.46 //  $8.22 // 
4259 //  "Big Ol Bass" //  $7.08 //  $8.16 //  $19.34 // 
14396 //  "Big Ol Bass 2" //  $7.95 //  $9.99 //  $31.80 // 
49713 //  "Big Ol Bass [Greatest Hits]" //   //   //   // 
12669 //  Big Strike Bowling //  $3.15 //  $5.74 //  $8.51 // 
4260 //  Billiards //  $3.50 //  $4.50 //  $8.52 // 
12670 //  Biofreaks //  $5.21 //  $7.82 //  $25.63 // 
12671 //  Black Bass/Blue Marlin //  $3.62 //  $7.97 //  $22.84 // 
12672 //  Black Dawn //  $4.69 //  $6.00 //  $15.00 // 
4261 //  Blade //  $8.52 //  $15.47 //  $23.57 // 
4262 //  Blast Chamber //  $6.95 //  $11.99 //  $26.25 // 
12673 //  Blast Lacrosse //  $6.98 //  $11.28 //  $29.06 // 
12674 //  Blast Radius //  $4.04 //  $5.99 //  $12.79 // 
12675 //  Blaster Master Blasting Again //  $5.17 //  $9.00 //  $17.21 // 
12676 //  Blasto //  $9.99 //  $18.91 //  $64.41 // 
4263 //  Blazing Dragons //  $8.00 //  $15.50 //  $36.94 // 
4265 //  Blockids //  $5.13 //  $10.01 //  $13.53 // 
4266 //  Blood Omen //  $10.58 //  $19.55 //  $48.20 // 
4267 //  Bloody Roar //  $13.72 //  $20.47 //  $70.00 // 
4268 //  Bloody Roar 2 //  $12.99 //  $25.73 //  $60.25 // 
4269 //  "Blues Clues Blues Big Musical" //  $3.24 //  $6.85 //  $9.43 // 
4270 //  Bob the Builder Can We Fix It //  $2.70 //  $3.75 //  $8.04 // 
12677 //  Bogey Dead 6 //  $3.63 //  $7.35 //  $45.99 // 
12678 //  Bomberman Fantasy Race //  $17.50 //  $27.00 //  $71.12 // 
4271 //  Bomberman Party Edition //  $7.35 //  $12.39 //  $31.00 // 
4272 //  Bomberman World //  $8.50 //  $21.14 //  $58.25 // 
4273 //  Bombing Islands //  $3.43 //  $4.55 //  $10.16 // 
4274 //  Boombots //  $7.99 //  $11.77 //  $30.03 // 
15000 //  Bottom of the 9th //  $4.87 //  $7.16 //  $26.00 // 
18499 //  "Bottom of the 9th 97" //  $6.36 //  $6.47 //  $10.49 // 
20099 //  Bottom of the 9th 99 //  $2.91 //  $4.83 //  $6.48 // 
38456 //  Bottom of the 9th [Long Box] //  $6.67 //  $10.55 //  $26.00 // 
12679 //  Bowling //  $2.97 //  $4.42 //  $7.68 // 
12680 //  Boxing //  $3.74 //  $4.97 //  $5.26 // 
4275 //  Brain Dead 13 //  $24.95 //  $41.98 //  $132.13 // 
38419 //  Brain Dead 13 [Long Box] //  $30.00 //  $49.99 //  $519.99 // 
4276 //  Bratz //  $3.69 //  $3.95 //  $11.99 // 
4277 //  Brave Fencer Musashi //  $29.99 //  $57.16 //  $120.00 // 
4278 //  Bravo Air Race //  $5.45 //  $8.32 //  $22.49 // 
4279 //  Breakout //  $5.00 //  $7.34 //  $13.99 // 
4280 //  Breath of Fire 3 //  $22.49 //  $37.68 //  $121.74 // 
4281 //  Breath of Fire IV //  $29.75 //  $50.00 //  $121.94 // 
4282 //  Brigandine The Legend of Forsena //  $82.28 //  $118.76 //  $170.00 // 
12681 //  Broken Helix //  $5.59 //  $9.50 //  $14.66 // 
4283 //  Broken Sword 2 //  $6.08 //  $11.97 //  $29.89 // 
4284 //  Broken Sword The Shadow of the Templars //  $7.52 //  $12.99 //  $55.20 // 
4285 //  Brunswick Circuit Pro Bowling //  $5.71 //  $8.41 //  $23.95 // 
4286 //  Brunswick Circuit Pro Bowling 2 //  $6.51 //  $9.30 //  $18.55 // 
4287 //  Bubble Bobble Featuring Rainbow Islands //  $13.71 //  $18.91 //  $48.00 // 
7284 //  Bubsy 3D //  $10.14 //  $15.14 //  $29.99 // 
12682 //  Bug Riders //  $4.80 //  $8.99 //  $10.14 // 
4289 //  Bugs Bunny Lost in Time //  $12.49 //  $20.86 //  $41.75 // 
4288 //  Bugs Bunny and Taz Time Busters //  $11.93 //  $23.31 //  $65.12 // 
4291 //  Builders Block //  $7.55 //  $16.31 //  $27.20 // 
4292 //  Burning Road //  $5.43 //  $8.90 //  $21.72 // 
12683 //  BursTrick Wakeboarding //  $2.40 //  $3.71 //  $5.88 // 
4293 //  Bushido Blade //  $12.00 //  $22.14 //  $106.98 // 
4294 //  Bushido Blade 2 //  $14.50 //  $21.20 //  $53.66 // 
4295 //  Bust A Groove //  $25.97 //  $40.00 //  $93.18 // 
4296 //  Bust A Groove 2 //  $43.24 //  $69.00 //  $168.18 // 
4297 //  Bust-A-Move 2 //  $6.96 //  $9.94 //  $74.55 // 
38420 //  Bust-A-Move 2 [Long Box] //  $8.58 //  $15.07 //  $34.32 // 
4298 //  Bust-A-Move 4 //  $7.38 //  $10.25 //  $32.79 // 
4299 //  Bust-A-Move 99 //  $5.92 //  $8.99 //  $40.82 // 
4300 //  Buster Bros. Collection //  $12.15 //  $19.15 //  $48.83 // 
4301 //  Buzz Lightyear of Star Command //  $5.88 //  $8.48 //  $20.96 // 
14077 //  C-12 Final Resistance //  $4.08 //  $6.23 //  $8.58 // 
12684 //  CART World Series //  $2.89 //  $5.87 //  $18.95 // 
4340 //  CTR Crash Team Racing //  $7.79 //  $14.43 //  $55.48 // 
53920 //  "CTR Crash Team Racing [Collectors Edition]" //  $10.55 //  $17.42 //  $42.51 // 
37621 //  CTR Crash Team Racing [Greatest Hits] //  $8.99 //  $13.49 //  $53.57 // 
4303 //  "Cabelas Ultimate Deer Hunt" //  $3.13 //  $5.84 //  $12.46 // 
12685 //  "Caesars Palace" //  $2.90 //  $4.06 //  $8.35 // 
7286 //  "Caesars Palace 2" //  $3.20 //  $4.45 //  $17.95 // 
12686 //  "Caesars Palace 2000" //  $3.29 //  $4.87 //  $12.57 // 
4304 //  Capcom vs SNK Pro //  $18.02 //  $36.40 //  $84.99 // 
14287 //  Car and Driver Presents Grand Tour Racing 98 //  $3.42 //  $4.44 //  $9.99 // 
12687 //  Card Games //  $3.13 //  $4.04 //  $6.16 // 
4305 //  Cardinal Syn //  $6.21 //  $7.11 //  $17.91 // 
4306 //  Carnage Heart //  $17.15 //  $27.43 //  $35.50 // 
4307 //  Casper //  $4.31 //  $7.21 //  $34.36 // 
4308 //  Casper Friends Around the World //  $4.84 //  $5.34 //  $21.20 // 
37620 //  Casper [Greatest Hits] //  $6.49 //  $9.73 //  $25.28 // 
4309 //  Castlevania Chronicles //  $58.00 //  $93.00 //  $186.40 // 
4310 //  Castlevania Symphony of the Night //  $39.75 //  $75.50 //  $120.58 // 
37589 //  Castlevania Symphony of the Night [Greatest Hits] //  $43.15 //  $62.00 //  $137.47 // 
12688 //  Castrol Honda Superbike Racing //  $3.99 //  $4.77 //  $9.99 // 
4313 //  Centipede //  $5.13 //  $6.71 //  $15.00 // 
12690 //  Championship Motocross //  $3.52 //  $5.44 //  $9.99 // 
4314 //  Championship Motocross 2001 //  $3.86 //  $8.39 //  $18.95 // 
12689 //  Championship Surfer //  $2.92 //  $4.56 //  $5.33 // 
12904 //  Chess //  $3.01 //  $3.58 //  $8.50 // 
4315 //  Chessmaster 3D //  $3.49 //  $5.99 //  $40.36 // 
38421 //  Chessmaster 3D [Long Box] //  $4.99 //  $12.68 //  $19.96 // 
4316 //  Chessmaster II //  $5.84 //  $5.89 //  $23.60 // 
4317 //  Chicken Run //  $6.08 //  $11.50 //  $18.34 // 
4318 //  Chocobo Racing //  $22.01 //  $38.50 //  $90.54 // 
4319 //  "Chocobos Dungeon 2" //  $16.13 //  $40.34 //  $97.00 // 
8733 //  Chronicles of the Sword //  $6.21 //  $9.32 //  $24.84 // 
4320 //  Chrono Cross //  $6.97 //  $22.17 //  $25.97 // 
37587 //  Chrono Cross [Greatest Hits] //  $6.04 //  $10.53 //  $13.29 // 
4321 //  Circuit Breakers //  $6.57 //  $9.82 //  $27.85 // 
4322 //  Civilization II //  $10.64 //  $17.24 //  $36.17 // 
39951 //  Clear Blue Dual Shock Controller //  $12.00 //  $18.00 //  $48.00 // 
53813 //  Clear Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
39950 //  Clear Green Dual Shock Controller //  $12.00 //  $17.99 //  $48.00 // 
58121 //  Clear Red Dual Shock Controller //   //   //   // 
12691 //  "Cleopatras Fortune" //  $4.64 //  $6.58 //  $7.87 // 
4323 //  Clock Tower //  $44.19 //  $75.31 //  $399.99 // 
4324 //  Clock Tower 2 //  $65.00 //  $117.44 //  $205.73 // 
12692 //  Codename Tenka //  $6.50 //  $10.87 //  $37.50 // 
18581 //  Colin McRae Rally //  $6.77 //  $10.34 //  $26.25 // 
4325 //  Colin Mcrae Rally 2.0 //  $18.79 //  $37.70 //  $37.82 // 
12585 //  Collection of Intellivision Classic Games //  $4.97 //  $7.46 //  $12.99 // 
67582 //  "Collectors Edition: 007: Racing & Medal of Honor & 007: Tomorrow Never Dies" //   //   //   // 
17615 //  College Slam //  $6.67 //  $9.23 //  $12.29 // 
38422 //  College Slam [Long Box] //  $4.51 //  $10.52 //  $18.00 // 
4326 //  Colony Wars //  $5.71 //  $10.50 //  $24.34 // 
4327 //  Colony Wars Red Sun //  $5.27 //  $6.20 //  $15.93 // 
4328 //  Colony Wars Vengeance //  $4.33 //  $8.81 //  $21.13 // 
4329 //  Command and Conquer //  $8.18 //  $10.31 //  $47.15 // 
4330 //  Command and Conquer Red Alert //  $11.49 //  $14.92 //  $48.68 // 
4332 //  Command and Conquer Red Alert Retaliation //  $8.89 //  $14.91 //  $38.65 // 
12693 //  Contender //  $3.01 //  $4.45 //  $9.24 // 
12694 //  Contender 2 //  $3.90 //  $4.17 //  $8.95 // 
4333 //  Contra Adventure //  $19.99 //  $41.29 //  $100.00 // 
4334 //  Contra Legacy of War //  $8.00 //  $14.99 //  $95.54 // 
12695 //  Cool Boarders //  $5.63 //  $8.98 //  $23.38 // 
12696 //  Cool Boarders 2 //  $3.88 //  $4.99 //  $14.84 // 
49705 //  Cool Boarders 2 [Greatest Hits] //  $2.63 //  $3.95 //  $9.95 // 
12698 //  Cool Boarders 2001 //  $3.23 //  $3.32 //  $8.78 // 
12697 //  Cool Boarders 3 //  $3.44 //  $5.36 //  $13.76 // 
49706 //  Cool Boarders 3 [Greatest Hits] //  $2.69 //  $4.99 //  $10.76 // 
13098 //  Cool Boarders 4 //  $3.31 //  $4.87 //  $6.75 // 
49707 //  Cool Boarders 4 [Greatest Hits] //  $3.83 //  $3.84 //  $9.98 // 
4335 //  Countdown Vampires //  $29.99 //  $53.95 //  $119.96 // 
12699 //  Courier Crisis //  $5.17 //  $11.44 //  $30.67 // 
7301 //  Covert Ops Nuclear Dawn //  $5.65 //  $9.58 //  $37.59 // 
4336 //  Crash Bandicoot //  $11.15 //  $16.99 //  $37.01 // 
4337 //  Crash Bandicoot 2 Cortex Strikes Back //  $6.54 //  $11.42 //  $38.47 // 
37613 //  Crash Bandicoot 2 Cortex Strikes Back [Greatest Hits] //  $7.00 //  $10.06 //  $21.65 // 
15026 //  "Crash Bandicoot Collectors Edition" //  $35.99 //  $38.48 //  $143.92 // 
4338 //  Crash Bandicoot Warped //  $6.00 //  $9.86 //  $43.04 // 
53919 //  "Crash Bandicoot Warped [Collectors Edition]" //  $9.74 //  $13.94 //  $36.24 // 
37591 //  Crash Bandicoot Warped [Greatest Hits] //  $6.65 //  $9.66 //  $49.99 // 
37590 //  Crash Bandicoot [Greatest Hits] //  $10.54 //  $18.01 //  $77.90 // 
4339 //  Crash Bash //  $9.07 //  $11.31 //  $52.50 // 
53918 //  "Crash Bash [Collectors Edition]" //  $9.99 //  $14.00 //  $37.73 // 
37622 //  Crash Bash [Greatest Hits] //  $9.90 //  $12.32 //  $36.92 // 
4341 //  Creatures //  $4.30 //  $6.97 //  $11.26 // 
4342 //  Creatures Raised In Space //  $4.97 //  $10.47 //  $10.48 // 
12700 //  Crime Killer //  $3.71 //  $7.23 //  $16.72 // 
4343 //  Critical Depth //  $3.79 //  $7.95 //  $14.40 // 
12701 //  Criticom //  $6.13 //  $9.00 //  $32.00 // 
38423 //  Criticom [Long Box] //  $8.51 //  $11.99 //  $49.99 // 
4344 //  Croc //  $6.04 //  $10.00 //  $35.92 // 
4345 //  Croc 2 //  $8.00 //  $15.99 //  $54.68 // 
37623 //  Croc [Greatest Hits] //  $5.99 //  $8.97 //  $31.00 // 
12702 //  Crossroad Crisis //  $3.42 //  $5.39 //  $6.49 // 
4346 //  Crusader-No Remorse //  $11.99 //  $27.50 //  $33.41 // 
4347 //  Crusaders of Might and Magic //  $3.94 //  $6.99 //  $14.55 // 
4348 //  Crypt Killer //  $14.34 //  $19.99 //  $46.50 // 
12703 //  Cubix Robots for Everyone Race N Robots //  $3.19 //  $5.11 //  $7.33 // 
4349 //  Cyber Sled //  $7.94 //  $10.88 //  $57.01 // 
38424 //  Cyber Sled [Long Box] //  $6.99 //  $13.98 //  $89.99 // 
12704 //  CyberSpeed //  $4.60 //  $8.52 //  $30.85 // 
38425 //  CyberSpeed [Long Box] //  $5.82 //  $7.01 //  $77.00 // 
12705 //  CyberTiger //  $2.49 //  $3.32 //  $9.95 // 
12706 //  Cyberia //  $5.05 //  $10.54 //  $38.17 // 
38426 //  Cyberia [Long Box] //  $10.92 //  $16.38 //  $73.41 // 
14051 //  D //  $12.42 //  $48.29 //  $131.63 // 
38427 //  D [Long Box] //  $45.61 //  $68.52 //  $249.99 // 
4350 //  Dance Dance Revolution //  $5.00 //  $8.62 //  $14.22 // 
4351 //  Dance Dance Revolution Bundle //  $10.10 //  $31.18 //  $278.20 // 
4352 //  Dance Dance Revolution Disney Mix //  $8.90 //  $13.29 //  $40.69 // 
4353 //  Dance Dance Revolution Konamix //  $4.93 //  $5.83 //  $18.73 // 
49708 //  Dance Dance Revolution Konamix [Greatest Hits] //  $5.31 //  $5.96 //  $11.28 // 
4354 //  Danger Girl //  $10.12 //  $15.11 //  $36.78 // 
12708 //  Dare Devil Derby 3D //  $3.03 //  $5.82 //  $19.99 // 
12709 //  Darklight Conflict //  $2.97 //  $7.58 //  $18.73 // 
4355 //  Darkstalkers 3 //  $22.47 //  $40.00 //  $82.08 // 
4356 //  Darkstalkers The Night Warriors //  $23.43 //  $71.15 //  $185.00 // 
38429 //  Darkstalkers The Night Warriors [Long Box] //  $29.94 //  $51.36 //  $103.40 // 
4357 //  Darkstone //  $5.00 //  $7.26 //  $18.88 // 
14363 //  Dave Mirra Freestyle BMX //  $4.83 //  $6.49 //  $35.23 // 
14140 //  Dave Mirra Freestyle BMX Maximum Remix //  $4.43 //  $10.52 //  $12.99 // 
49709 //  Dave Mirra Freestyle BMX [Greatest Hits] //  $3.99 //  $7.99 //  $7.99 // 
18699 //  David Beckham Soccer //  $3.92 //  $5.42 //  $9.87 // 
18630 //  Dead Ball Zone //  $4.21 //  $10.27 //  $39.69 // 
4358 //  Dead in the Water //  $5.27 //  $13.62 //  $26.79 // 
4359 //  Dead or Alive //  $10.79 //  $24.99 //  $93.13 // 
12710 //  Deathtrap Dungeon //  $5.77 //  $6.56 //  $23.03 // 
12711 //  Deception III Dark Delusion //  $21.22 //  $30.00 //  $62.99 // 
12707 //  Defcon 5 //  $5.06 //  $8.37 //  $27.00 // 
38430 //  Defcon 5 [Long Box] //  $8.89 //  $11.13 //  $35.56 // 
4360 //  Delta Force Urban Warfare //  $3.87 //  $6.82 //  $14.81 // 
4361 //  Demolition Racer //  $5.50 //  $9.26 //  $37.74 // 
13836 //  Descent //  $7.76 //  $12.97 //  $41.51 // 
4362 //  Descent Maximum //  $7.02 //  $9.99 //  $49.60 // 
38431 //  Descent [Long Box] //  $9.54 //  $13.53 //  $39.95 // 
4363 //  Destrega //  $11.99 //  $18.95 //  $36.23 // 
4364 //  Destruction Derby //  $4.92 //  $6.99 //  $31.99 // 
4365 //  Destruction Derby 2 //  $5.85 //  $8.17 //  $33.63 // 
37625 //  Destruction Derby 2 [Greatest Hits] //  $6.21 //  $9.98 //  $20.70 // 
4366 //  Destruction Derby Raw //  $7.43 //  $13.92 //  $30.90 // 
37624 //  Destruction Derby [Greatest Hits] //  $5.26 //  $7.18 //  $18.80 // 
38432 //  Destruction Derby [Long Box] //  $11.89 //  $12.49 //  $100.00 // 
4367 //  Detective Barbie The Mystery Cruise //  $4.68 //  $5.03 //  $9.25 // 
4368 //  Devil Dice //  $11.37 //  $13.42 //  $25.86 // 
4369 //  "Dexters Laboratory Mandarks Lab" //  $6.25 //  $8.50 //  $14.79 // 
4370 //  Diablo //  $36.01 //  $44.26 //  $349.25 // 
